text,age_label
"Got the laundry done ???? finally time to crawl into bed and try for some sleep  thinking ???? [SEP] Getting a ride from one of my roomies to the domain an hour before work to run errands ???? #winning [SEP] That 10 hour shift was way rough last night, now getting ready to pull some extra hours at the game shop cause I'm all about that cash???? [SEP] I'm watching #DantesInferno on #GetGlue [SEP] God it's so slow today (minus these 2 theaters that have like 40 people per)",25-34
"Ready for a smoke and then I think I'll be ready to finally tackle this trifle [SEP] Sitting at work waiting for my xenergy drink to kick in. [SEP] God I hate the cleaner manager over at the cinema's. what a pretentious prick [SEP] Leaving my GA with the instructions to ""guard"" #worktweet [SEP] 2 1/2 hours to freedom.",25-34
Craving chipotle so bad [SEP] Maybe I should have gotten food instead of makeup during my break #girlproblems [SEP] Hungry enough that it tastes like I've been chewing on a balloon. [SEP] Got offered the bar back position here at the cinema ???????????? [SEP] Been at this job about 4 months and I got offered the job that most people are gunning for just by minding my own.,25-34
Tbh I got nominated for this job being that at least 2 bartenders requested me by name when asked who they might want. [SEP] Late night solo rips. [SEP] This is just how I roll [SEP] Sometimes it takes all of 10 minutes for me to cycle through 12 different versions of myself. [SEP] I wonder if she realizes her make up looks like a mimes?,25-34
I think it's time for another bowl. [SEP] Not the news I wanted to hear ???? [SEP] 7 pm can not come fast enough... Not like I'll be home till about 10:30 [SEP] Ughh I am so exhausted [SEP] Trying not to fall asleep in the car.,25-34
Creepers? That's that shit I don't like!! [SEP] Feel the world beneath your feet [SEP] Sorry. Silly me. [SEP] Fuck over analyzing.... And while I'm at it... Fuck my life too ???? [SEP] It's often hard to tell if I'm being overly paranoid or overly trusting.,25-34
"sorry but I didn't post the ad that I'm credited with on your page. [SEP] I hate people who just act like my dog is dangerous just cause he's a pitbull. Fuck y'all. [SEP] The werewolf vs the vampire woman lol [SEP] Oh god. Not sure what's wrong but all my joints from my mid back down hurts so fucking bad. Hopes these tokes of THC help. [SEP] Put on ""The Possession"" and now the whole crew has been sucked in.",25-34
Listening to Devendra Banhart while watching the clouds slide over the moon. [SEP] Just got my first barback schedule ???????? [SEP] Wanna shank this bitch from work. [SEP] Touch up day [SEP] So glad it's warm out tonight :),25-34
"""My 'No' means 'No', my 'Yes' means 'Yes'. And my 'Maybe' means 'Get the hell out'"" #madea [SEP] Get pelted with munchies [SEP] First day as barback today. Way nervous, but excited! ???? [SEP] Cant believe I put my phone through the wash -.- [SEP] Omg, finally!!! I cant wait!! “: Season 8 starts on the 16th""",25-34
"I can't wait to have a phone again!! [SEP] Uugh, wish I could figure out why I feel so sick [SEP] Was gonna wait down here, cause its warm, till I realized I have 3 minutes till 4:20 #bongwardbound [SEP] It left a bad taste in my mouth, but an amazing buzz in my blood. [SEP] Ahh good to have a phone again",25-34
"Money in my pocket, fat stacks in my wallet. [SEP] Hearing my life philosophy in a song [SEP] I can't believe how much people back home be on Facebook -.- [SEP] God damn my bong needs a cleaning [SEP] If I could have any power it'd be the power of suggestion.",25-34
Just a fuck up [SEP] Landlord will be here to replace our ac in about an hour and 10 [SEP] Conversations on the destruction of the prank call. [SEP] An hour till the next theater and most of my side work is done. That's how you spell B-O-R-E-D. [SEP] Do what you will but please don't shut me out.,25-34
"Dreams of some day wearing a white dress. [SEP] We drift inside each other, all we have is one another. [SEP] With Jacob #EvilDead #GetGlue [SEP] A clean bong hits like a sexy bong #truth [SEP] Cause you know I'm still at it #builtforthis #girlswhosmokebongs #nofilter",25-34
"I love when people think they get what I'm saying but have no clue. Way to presume. [SEP] I'm an insomniac, who suffers from night terrors working 3 jobs, working 7 days a week. Uninterrupted sleep is like fucking gold to me. [SEP] Oh my fucking god my back is killing me. Must be time for a bowl and morning yoga. [SEP] Did I mention I've accomplished flipping from a handstand into a bridge pose as well as a drop back into a bridge [SEP] Now I've just got to learn to go the other way. Lol.",25-34
"Smoking fat bowls before we go catch ""Two Guns"" [SEP] All in my hair. [SEP] I need a massage. Mmm back neck shoulders and feel please!! [SEP] Sooo my coworker kissed me on the cheek yesterday when he gave me a hug goodbye. ???? [SEP] So fuckin glad to be home with my bong and my dude",25-34
"Well I can hear the baby bird that I found the eggshell for that's above my walkway/ outside my window [SEP] Bout to get high and play me some Skyrim before bed. [SEP] On that keeping my bong clean grind [SEP] Restless yet Exhausted [SEP] Can't even concentrate on that right now and in no way shape or form do I know what to say, so I'll just eat my fruitypebbles n smoke a bowl",25-34
"No more excuses, it's time to get back in shape. [SEP] I've been telling myself this all summer but have been through so many changes. Enough is enough though. Good luck girl!! [SEP] I have a new # by the way but send me yours and ill hit you up w. it and we can be workout support buddies lol! [SEP] Trying to figure out a good way to organize this, but I think the best way is to jump in and sort it out as I get more comfortable. [SEP] I run and walk every day. I'm not out of shape. But I need to start actually working out again cause I used to be in Better shape",25-34
"thanks, and I'm honestly into HIIT more though lol. I just run for a couple miles a day, and bike twice a week, but I need to get [SEP] my HIIT back in there and get consistent with my yoga, cause I just practice moves lately rather than full flows. [SEP] Have the bus very much Not to myself today lol #ebbandflow [SEP] Fuck Traffic ???? [SEP] Maybe got a new bed? Guess I'll see when I get home tonight.",25-34
"Tired from all this effort. [SEP] The ride home is so much smoother with a full front tire :) ???? [SEP] If I told you I was lonely, would you want to get close and hold me? [SEP] There's a fuck ton of stuff in my garage. [SEP] Resistant to change #TaurusRising",25-34
"Tiene sentido ... 'There Is A Huge Threat To Apple And Google That You've Never Heard Of' - Business Insider [SEP] ¡Buena idea! - Facebook Is Clearly Planning On Trying To Destroy Google With Its Own Search Engine - Business Insider [SEP] Hablando de patentes en USA ... Microsoft patent shows Holodeck-style, full-room “immersive display”, [SEP] RT : Semantic technologies for the publishing and media industries |   #semantics [SEP] Apple Might Bring Siri To Macs - Business Insider",35-49
3 Ways Social Media Is Reshaping the Political Landscape [SEP] Telefónica steps into augmented reality -  - Telecoms [SEP] Sobre TV y Redes sociales. 'Tuning In Social Media To Turn On What You’ll Like' - [SEP] Study urges CIOs to choose open source first - Software - Technology - News - [SEP] Following the VC Money:  |,35-49
"Sobre el famoso índice H, 'Study Attempts To Predict Scientists' Career Success' - Slashdot [SEP] 5 things you need to know about cloud in Europe — Cloud Computing News [SEP] Interesante! 'The Social Library: How Public Libraries Are Using Social Media' [SEP] New Evidence That IPOs Are Bad For Growth - Business Insider [SEP] Medicare Bills Rise As Records Turn Electronic - Slashdot",35-49
Why aren’t universities creating engaging mobile platforms for students? — Tech News and Analysis [SEP] Google no gana en Rusia ...Yandex Gives Google A One-Two Punch In Russia ... | TechCrunch [SEP] ¡Interesante! ... Can you gamify content curation? This startup thinks so — Online Video News [SEP] Internet-Media Employment Fuels Digital Job Growth | Media - Advertising Age [SEP] El mercado de smartphones crecerá a buen ritmo. 'The State Of The Internet [SLIDE DECK]' - Business Insider,35-49
"How Big Data Is Improving Healthcare [SEP] Data Markets & the Data Economy - [SEP] Semantic Targeting Increases Online Ad Reach Up to 73%, Improves Lift Performance Up to ¡Muy interesante! - 48% [SEP] BBC Is Building a Music Streaming Service [REPORT] [SEP] En busca de la monetización ... 'Twitter Partners With Nielsen on New Tool to Measure Brand Impact'",35-49
Más sobre monetizar redes sociales ... 'Turning social media into cash: 6 insights from the new tech titans' [SEP] AOL looking to spin out Techcrunch’s CrunchBase — Tech News and Analysis [SEP] Después de las gafas ... ¿también relojes? - 'New patent hints at Google Glass wristwatch | Crave' - CNET [SEP] On What Shores Will Semantic Tech Be Better Commercialized? - [SEP] Interesante. 'Google-Publisher Deal Ignores Elephant In The Room: Fair Use',35-49
"Autopublicación en formato electrónico sin pasar por Amazon. 'Ganxy offers an easier way to sell and market ebooks', [SEP] Vaya, españoles en la nube, 'Spanish startup Besol wants a slice of the cloud-broker pie' [SEP] Las APIs, entre Amazon y Salesforce. 'Business process API-ification: The LEGO promise fulfilled' [SEP] Curiosidades ... 'The typical Twitter user is a young woman with an iPhone and 208 followers' — Tech News and Analysis [SEP] Hoy la cosa va de presencia femenina ... From Twitter to Dropbox, how many female executives do top startups have?,",35-49
"Interesante. Con datos de Gartner, 'A Fertile Field For Semantic Tech: Social CRM', [SEP] No es malo que te rechacen un paper ;-) - 'Rejected Papers Get More Citations When Eventually Published' - Slashdot [SEP] ¿Cuándo publicar tus posts (o enviar tus mails o tuitear)?- 'What's The Best Time Of Day To Send Emails?' [Infographic] [SEP] HTML5 vs. Apps: Why The Debate Matters, And Who Will Win - Business Insider [SEP] Interesante. Resumido en el 3er párrafo desde el final,'It's Not About You: The Truth About Social Media Marketing',",35-49
"Structured Data First Steps: Adding Schema Location Markup to Your Website - Search Engine Watch (#SEW) [SEP] BII MOBILE INSIGHTS: Why Mobile Search Matters - Business Insider [SEP] Interesante, ¿Flash ha muerto? 'ReadWriteWeb DeathWatch: Flash' [SEP] Parece que rNews (antes IPTC) quiere acercarse a  'Catching Up With rNews At NYC SemTech', [SEP] Big Data To Drive $232 Billion In IT Spending Through 2016 | TechCrunch",35-49
"5 Ways Semantic Technologies Help Us All - [SEP] Pfizer Moves Semantic Tech Forward, Helping Business Respond To Cost Pressures And Realize Efficiency Gains, [SEP] Competencia para Klout. 'Beyond Klout: Better Ways To Measure Social Media Influence' [SEP] Google siempre por delante. 'Google Video Promotes Gay Marriage - What About Other Tech Giants?' [SEP] Interesante, sobre derechos de autor y Twiter.' New Twitter policy lets users see tweets pulled down for copyright'",35-49
"Google redesigns search to make space for more info, kick the sidebar to the curb -- Engadget [SEP] RT : Sergei Brin, founder of Google, when asked for best advice says: ""Be brief in your emails""  #GVsummit [SEP] RT : Best Semantic Web Blogs List |    #semantics [SEP] Hadoop ya no es suficiente. 'Facebook's New Big Data Tool Cranks Up Hadoop - And It's Open Source' [SEP] Un poco exagerado, ¿no? 'How A Simple Gmail Search Could Lead To An Invasion Of Your Privacy'",35-49
"¿Será esto verdad? '42% of Windows Users Plan To Switch To Apple' - Business Insider [SEP] Muy interesante. 'Facebook Has A Business Model Problem' [SEP] RT : UI Guidelines for mobile and tablet web app design [SEP] jajaja, 'Oprah Is Tweeting Her Love For Microsoft's Surface From Her iPad' - Business Insider [SEP] Interesante caso de uso de IBM, 'Key Benefits of Using Semantic Web Technology' -",35-49
Coping with the Future of Big Data - [SEP] RT : Corpus of tweets in Spanish annotated for sentiment analysys now freely available [SEP] RT : GeorgiaTech Team Wins $2.7 Million Award to Advance Big-Data Technology for DARPA | [SEP] Marc Andreessen: Not every startup should be a Lean Startup or embrace the pivot — Tech News and Analysis [SEP] RT : Corpus of tweets in Spanish annotated for sentiment analysys now freely available,35-49
"Daedalus Releases New Version of Multilingual Semantic Proofreading Tool - [SEP] ¿Google también hace relojes?... Google Smart Watch Design - Business Insider [SEP] Interesante. ""Zappos CEO Tony Hsieh: Tips For Success"" - Business Insider [SEP] BSkyB ofrecerá anuncios personalizados en TV. ""A TV that knows who you are"" - [SEP] Competitive Challenge. Extraction of Drug-Drug Interactions from BioMedical Texts  |",35-49
"Pay-by-tweet service launched on Twitter - [SEP] Será interesante ver si esto se confirma. 'Facebook May Already Be Taking Away Searches From Google' [SEP] ¿También Intel en en la guerra de la TV por streaming? - 'Intel TV service already being tested by hundreds of users' [SEP] ¿Confías en tus ads?. 'ComScore Says 5.3 Trillion Ads Shown In 2012, But 3 In 10 Are Never Seen' | TechCrunch [SEP] Habrá que pensar en cómo monetizar ¿no? 'Skype calls now equivalent to one-third of global phone traffic' |Ars Technica",35-49
"Interesante, no siempre más clientes es mejor. 'Why Fewer Customers Will Help You Grow Faster' | Inc. 5000 [SEP] Una API de Twitter para anuncions. 'Twitter tries new tool to unlock ads' - [SEP] RT : Daedalus, mentioned in Gartner "" Who's Who in Text Analytics"" report [SEP] Daedalus Releases New Version of Sentimentalytics - [SEP] The Teen Who Got $30 Million From Yahoo Did Not Build His Startup's App (Or Invent Its Technology) - Business Insider",35-49
"Interesante. 'Microsoft Skewers Google For Giving Your Personal Data To App Developers' - Business Insider [SEP] Daedalus Releases New Version of Sentimentalytics - [SEP] Daedalus Releases New Version of Sentimentalytics - [SEP] New version of Sentimentalytics: our plug-in for the semantic analysis of social media | El Blog de Daedalus [SEP] The internet of things gets industrial strength collaboration with GE, Electric Imp & Quirky — Tech News and Analysis",35-49
"Fujitsu Develops Technology That Turns Paper Into a Touchscreen [SEP] Why The Traditional Sales Model Can't Sell Enterprise Software – ReadWrite [SEP] With Pulse, LinkedIn Is Becoming The Newspaper Of The Future – ReadWrite [SEP] ¿Adobe está olvidando Flash? - Flash Takes Another Step Towards Death As Unity Drops Support | TechCrunch [SEP] Interesante, ""The ex-MySQL gang is back together, pushing MariaDB as a neutral ‘bridge’"" — Tech News and Analysis",35-49
"Adiós a los reproductores de DVD, 'Amazon reportedly introducing set-top box this fall' [SEP] ¿Google imitando a Yahoo con Summ.ly? Yo creo que no ... 'Google Buys Wavii for $30 Million [SEP] 8 Risks When You Ignore Social Media | [SEP] Interesante, 'How Software Developers Really Spend Their Time' – ReadWrite [SEP] New version of Sentimentalytics: our plug-in for the semantic analysis of social media | El Blog de Daedalus",35-49
"De la búsqueda al filtrado de información. 'How The Internet Of Things Will Revolutionize Search' – ReadWrite [SEP] Hombre, decir que Yahoo o Facebook no trabajan con 'big data' ... The reality of big data - Business Insider [SEP] Pero si acaba de llegar el 4G ... Samsung ready for 5G rollout in 2020, has reportedly pulled down 1Gbps in tests [SEP] Google Plus Is A Desolated Wasteland - Business Insider [SEP] Interesante ... 'Visualization is the future: 6 startups re-imagining how we consume data' — Tech News and Analysis",35-49
"So make a wish, I'll make it like your birthday everyday! [SEP] I'll be your gift. [SEP] DISAPPOINTMENT IS UGLY, MORE COMING FROM YOUR FAMILY. [SEP] Love was made for movie screens. [SEP] Girlfriend, oh your girlfriend is drifting away, past and present 1855 -1901!!!",18-24
"We're not 21, it's time that we had some fun. [SEP] I am my own man I make my own luck! [SEP] Two more years and you'll be done with school and I'll be making history like I do!! [SEP] I don’t care go on and tear me apart i don’t care if you do because in a sky, because in a sky full of stars I think i saw you! [SEP] UGO is a free graphic font, design with different combinations.  Playing with layers and colors! Enjoy!",18-24
"I just downloaded #Airbag-free-font by #itsmesimon. Go get it yourself at [SEP] I've just downloaded the ""Le Super Serif"" Typeface: 2 weights, 88 ligatures & free. by . [SEP] whats wrong with me? [SEP] Franchise Animated - free animated typeface by 1 type designer and 110 animators. Get it at [SEP] You distract me, but I'm distracted without you!",18-24
"I see love when i close my eyes [SEP] I wish was me [SEP] Háblame por what's,  ahora! [SEP] I was praying that u and me might end up  together, it's like wishing for rain as I stand in the desert. [SEP] When life is rough pray, when life is great pray #FeedyourFaith ?????",18-24
"I'm going to stop waiting for the world to give me what I want, n im going to start giving it to myself ???? [SEP] Sweater weather [SEP] In my spaceship I'm an alien tonight!! [SEP] you light up the room [SEP] For the people who want to see me fail!???? im gonna rock it!",18-24
I really hate doing paperwork [SEP] hate u TOEFL! [SEP] I'm taking a moment just imaginin' that I'm dancing with you.. [SEP] Searching to find myself but all I find is you! [SEP] Tengo fe!!!,18-24
"Crack de cracks san memo! [SEP] This is México? [SEP] Like a bird flying by on a summer breeze [SEP] You have the emotional rage of a cockroach! [SEP] I didn't choose you, my heart did.",18-24
"school kills creativity [SEP] log out to reality [SEP] I'll bet she's beautiful, the girl he talks about and she's got everything that I have to love without [SEP] Tiempo sin escucha Taylor Swift! [SEP] Don't -  ????????",18-24
"I've got no plans at all to leave [SEP] Just promise me , you'll always be a friend. [SEP] I need the new album of  in my life!???? [SEP] Drew looks at me I fake a smile so he won't see that I want and I'm needin' everything that we should be! [SEP] Breakfast????????????",18-24
"Wolf???? vs Cougar???? [SEP] When I have a daughter, her name will be Nymphadora or Padme Alessandra!! [SEP] Really hate you! [SEP] Music to heal the soul???? [SEP] If your going through hell, keep going????",18-24
"i'm a mess of unfinished thoughts [SEP] Before tonight I wanna fall in love [SEP] How people fall in love in a mysterious ways, maybe just the touch of a hand [SEP] I should be sleeping [SEP] urge what's, necesitas ver algo",18-24
"The only reason the people take your for granted is because they assume you'll always be there, prove them wrong ???? [SEP] people say goodbye in their own special way [SEP] It's really good to hear your voice saying my name it sound so sweet [SEP] Maybe we have to know the darkness before we can appreciate the light [SEP] I need a pep talk",18-24
Simplicity works for me???? [SEP] Lloren pinches holandeses [SEP] Since teen wolf appear in my life I'm like ???????????????????????????????????????????????? [SEP] I'm just can't wait to see the next season!! [SEP] We brought an alfa,18-24
"What would Machiavelli do? [SEP] Let's be mean. [SEP] we never will know everything about someone, the sad thing about it, is that somehow we only know about the bad things!! [SEP] Who's in their bed on their phone?????? [SEP] I really want to live near from a forest!",18-24
Can we just appreciate canelo moves and beauty ???? [SEP] I want a romantic nonexistent hero<3 [SEP] I really enjoy the sound of the rain. [SEP] I can't sleep!!! [SEP] No one how much to say in this town!,18-24
wish you all the luck! [SEP] Go Germanyyyyy!! #GER #ger #WorldCupFinal [SEP] I told you #GER [SEP] I'm really soooo happy #GER they deserve it!!!! [SEP] Can't wait to see you    all people should see it! ????,18-24
"Who's exited? ???????????????????? [SEP] I have a seriously problem with the twins carver???? [SEP] It's not right but it's OK [SEP] I shut my eyes, and the music broke over me like a rainstorm [SEP] A heart full of love",18-24
"If he ask, I'll be his [SEP] This-  ???????? [SEP] I feel something so wrong do it the right thing [SEP] where R U? ???? [SEP] To be beautiful means to be yourself",18-24
"As long as you're happy who the hell cares"" [SEP] Good Nites? [SEP] In the end it doesn't even matter [SEP] Mumford & Sons - I Will Wait:  ???? [SEP] In the land of Mordor...",18-24
My brother just woke up to say me: let us get out cause he won't know where we are  ???? [SEP] I hope he's talking about santa???? [SEP] and now he's sleeping like a baby and I'm like this ---> ???? [SEP] mummy do me space in ur bed!! ???? [SEP] I'm afraid about what he said!!!!,18-24
"Yawn. [SEP] You're welcome man :) [SEP] I'm out. [SEP] Ether >>>> Takeover [SEP] ""There will be tears, I have no doubt, there may be smiles but too few, and when those tears have run out, you'll be numb and blue""",18-24
"Mad at the world [SEP] Michael Irvin als Daylyt [SEP] Having a Break in Bed like Walter White [SEP] ""Niggas straight kill me, knowing that they pranksters, this is going out to you sex offenders""* [SEP] Okayyyy so Asians can't handle booze",18-24
"That's not what you said yesterday. [SEP] That's the way you like it right? [SEP] Lovecrimes - Frank Ocean [SEP] ""I told myself I wouldn't flip I made a little bit, I'm no magician but I hope this Blue Dolphin do the trick"" [SEP] Fuck biting, try writing",18-24
"Ignorance is bliss so I'm happy slapping dumb fuckers. [SEP] 3 months ???? [SEP] Till Dawn - The Weeknd [SEP] ""The blacker the berry is, the more sour the fruit"" [SEP] Laylow - CirKus",18-24
"Good Morning - Kanye West [SEP] Got to stay strong. [SEP] Pass the designated driver the key, and don't worry, drinks on me, so have a toast with me [SEP] ""Who killed chivalry, they need to get their sentencin'"" [SEP] Burn It Up - R. Kelly ft. Wisin y Yandel, nostalgiaaaa",18-24
"""Cause I show love, never get the same outta niggas, guess it's funny how money can make change outta niggas"" [SEP] Best handig om  ""You Might Also Like""-friends te hebben. New music can make my day. [SEP] Ugh. [SEP] ""Sometimes I feel like I'm just being pulled apart, from each one of my limbs, by each one of my friends"" 8 Mile - Eminem [SEP] Never forget the love I have for you.",18-24
"Love for the ones who prove themselves to be real family, like  <3 [SEP] Controverse gives fame what it needs. [SEP] You know what it iyyis [SEP] Jeffrey is Zwarte Piet racistisch? TELL ME NIGGA [SEP] AAAAAAAAAAAAIGHT Childish Gambino's nieuwe album uit in December. The Community will love it. Slow it down..",18-24
"RT : Tell me that you need me Tell me that you want me // HA, GAAAYYYY [SEP] Out of your age category, viespeuk. [SEP] People turning blind eyes to sorrow.. Get real. [SEP] '97 Bonnie And Clyde - Eminem, relating [SEP] Just the two of us, just the two of us..",18-24
"""I will never fall, I just want it all.."" Still a great song [SEP] 3 years and you're still responding to your fans. Respect. [SEP] Come on man, she just wants to be noticed. [SEP] These girls ain't got nothin' on you. [SEP] Thanks!",18-24
"Hier is ie dan Cees! Let your followers know ???? [SEP] Nothing personal. [SEP] Mikado met Ethiopiërs, who's in? [SEP] Stay Jersey Shorin' [SEP] Wow, shivers.",18-24
"Random burst of happiness! [SEP] IK WIL CHILDISH GAMBINO'S EN HOPSINS NIEUWE ALBUM WHAAAAA [SEP] White Dress - Kanye West [SEP] Gooooood morning Vietnam! [SEP] RT : Yes, One Direction ARE Children in Need...  ...of a good kick in the balls.",18-24
"Ciao, Min. [SEP] ""I wanna be an emo, I wanna be popular, I wanna get a life, I wanna be MADE!"" [SEP] ""Yeah I know it gets hard, but we made it this far, and we never gonna stop, even if we reach the top of our dreams"" [SEP] It bothers me when the gods get to actin' like the broads [SEP] JE LAAT NICOLE IN DE STEEK GODVERDOMME",18-24
"Morning blessings to you too! [SEP] I wish I had that About Time power. [SEP] Always on the edge no Randy Orton [SEP] Good night cruel world, I'll see you in the morning.. [SEP] Taking care of me.. You're the greatest <3",18-24
"""Somebody better tell 'em that we in this bitch like an unborn baby"" Fabulous bars <<<< Dope track though [SEP] Woodmorning, no turn that around [SEP] Porchlight - Big KRIT ft. Anthony Hamilton [SEP] ""You taught me how to feel, when nobody ever would, and you taught me how to love, what nobody ever could"" [SEP] I know man, NWTS tour. Best bruut!",18-24
"It's like six milli ways to die my nigga choose one [SEP] TWEET BATTLES TWEET TWEET BATTLES... TWEEEEEEEEEEEEEEEEEET [SEP] Rage Valley - Knife Party [SEP] maar dit keer was de top comment: ""Was looking for Eminem.. Don't regret listening to this."" [SEP] Fuck yeah.",18-24
"Yu-Gi-Oh World Championship Tournament 2004 tot ik in slaap val. Fock jullie. [SEP] TAIFAIHBUY: Thank Allah It's Friday And I Haven't Blown Up Yet [SEP] Put your money where your mouth is. [SEP] RT : Right now I'd have to agree with most women out there and admit that Paul Walker is probably quite hot. [SEP] Maar for real, RIP to a fast and furious legend.",18-24
"2 Fast 2 Swerve [SEP] Daaaayumn, The Raid 2 trailer looks sick! [SEP] Belong To The World is gewoon haunting. [SEP] Focking stoommachines! [SEP] Tricks up my sleeve",18-24
"Rest In Peace Mandela, ik vond je heel goed in Bruce Almighty en the Shawshank Redemption. [SEP] Skin And Bones - Foo Fighters [SEP] Wrecking Ball  van Miley Cyrus [SEP] ""Hardcore to the koffieboon als Max Havelaar"" [SEP] I installed it via xSellize, Insanely just showed 2.3 even after I deleted and re-added. iFile installed but couldn't find app",18-24
"You're welcome! Hope that the insanelyi repo will be fixed soon, I'll support Movie Box any way I can [SEP] Nice to meet you, I'm the luckiest boy in the world. [SEP] I love the smell of IDGAF in the morning. [SEP] Brickleberry is mooi. [SEP] Aight beter word ik featuring",18-24
"The only thing you shouldn't underestimate about yourself is your ego. [SEP] Diamonds should be a bitch's best friend, appreciate us. [SEP] Bed, even though we're miles apart, you'll always be in my heart. [SEP] Just like the lady that visits me while I'm asleep in that bed. [SEP] Radio unfriendly music >>>>>",18-24
"Thanks for sharing! You're now featured on [SEP] When someone acts one way in public but a whole other way behind closed doors, what do you call it? [SEP] Big, Exciting News: My New Book is Available at Smashwords! -  via [SEP] My latest book focuses on #narcissism and #toxicrelationships. Check it out, here. [SEP] My latest book!",35-49
"Big, Exciting News: My New Book is Available at Smashwords! [SEP] Big, Exciting News: My New Book is Available at Smashwords! [SEP] Big, Exciting News: My New Book is Available at Smashwords! [SEP] Big, Exciting News: My New Book is Available at Smashwords! [SEP] Big, Exciting News: My New Book is Available at Smashwords!",35-49
"Looking at It's Not Supposed to Hurt: Overcoming Toxic Love and Narcissism in Relationships [SEP] Big, Exciting News: My New Book is Available at Smashwords! - [SEP] 3 Incredibly Awesome Ways to Change the World [SEP] 3 Incredibly Awesome Ways to Change the World [SEP] My grandparents <3",35-49
"You're so vain, you probably think this book is about you! #narcissism #NPD -  via [SEP] Spring Fashion Trends: A Blast From the Past  on [SEP] 1 new unfollower and 1 new follower (hello! hello!) in the last week. Via [SEP] I posted a new photo to Facebook [SEP] 'It's Not Supposed to Hurt: Overcoming Toxic Love and Narcissism in Relationships' -  via",35-49
Press Kit for 'It's Not Supposed to Hurt' #narcissism #npd #publishers-  via [SEP] Here's the press kit on my new book! [SEP] In case you wondered :) [SEP] Spring Fashion Trends: A Blast From the Past [SEP] Spring Fashion Trends: A Blast From the Past,35-49
"Sophie (after counting her pile of change repeatedly): This is one hundred million cents. I can't believe I... [SEP] 3 Incredibly Awesome Ways to Change the World [SEP] 3 Incredibly Awesome Ways to Change the World [SEP] Sophie, upon looking at herself in the mirror after we got her all ready for picture day at school: I look adorable! me: :D [SEP] Publishing News: New Publishing Platform on LinkedIn",35-49
"Publishing News: New Publishing Platform on LinkedIn [SEP] What Makes a Narcissist Tick? [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other -  via [SEP] Toxic Family Timeout: What is Parental Narcissism? -  via [SEP] I received 1 shares for my post ""A Hot Wife Blossoms: How to We..."" (via )",35-49
"My Month Without a Smartphone [SEP] My Month Without a Smartphone [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Hey! Blissfire Media released an awesome ebook on health and fitness from celebrity personal trainer, Michael...",35-49
‘Little Black Book of Health and Fitness Tips’ by New Jersey’s Premier Personal Trainer  via [SEP] How to Get Your Free eBook -  via [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other  on [SEP] 'Little Black Book of Health and Fitness Tips' is Now Available in eBook -  via  #blog30 #blogboost [SEP] Want a free copy of my new ebook? -  via,35-49
"Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other -  via [SEP] No Treadmill, No Prob: How to Stay in Shape Without Exercise Equipment -  via",35-49
"Some people! So this kid who is as tall as me (5', but still!) has been bullying my very petite 6-year-old on the... [SEP] White House hosts student film festival  via [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other -  via",35-49
Change a Life by Sharing Your Story [SEP] Change a Life by Sharing Your Story [SEP] Toxic Love: Portrait of a Narcissist’s Significant Other -  via [SEP] 'It's Not Supposed to Hurt: Overcoming #ToxicLove and Narcissism in Relationships' -   #toxicrelationships [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships -  via,35-49
#TBT all over the place! [SEP] Very difficult to get things done when websites aren't functioning properly. Feeling like throwing some servers... [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships [SEP] Want a free copy of my new ebook? -  via,35-49
Toxic Love: New Help for Victims of Narcissism in Relationships [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships [SEP] What a fabulous start to my birthday. Woke up to 32 sweet messages from friends plus a stress-free morning topped... [SEP] Toxic Love: New Help for Victims of Narcissism in Relationships -,35-49
The little bully and her friends made a point of showing up at our bus stop today and gave my fellow neighborhood... [SEP] Don't they know who we ARE? #callingoutbullies #wrongkidstomesswith #notinmyneighborhood #buddiecrew Bill... [SEP] The Busy Person’s Guide to Reducing Stress [SEP] The Busy Person’s Guide to Reducing Stress [SEP] Op-Ed: American Airlines shows companies can avoid laying off workers  via,35-49
Paralyzed by Perfectionism  on [SEP] This Kind of Love: One More Benefit of Being a Hot Wife - [SEP] Dedicated to Bill Atkinson <3 [SEP] Why One 4-Star Amazon Review of My Book is Better Than Two 5-Star Reviews [SEP] Stepford Perfect: What a Hot Wife is Not -  via,35-49
All About How to Be a Hot Wife -  via [SEP] Paralyzed by Perfectionism [SEP] Paralyzed by Perfectionism [SEP] Paralyzed by Perfectionism [SEP] Paralyzed by Perfectionism - Project Blissful's new featured #Blogger SARAH!!!  via,35-49
