text,age_label
"I can mention a few people who won't like that, but you have my blessing ;)",25-34
"wait a minute, you *are* still a student :p",25-34
just attended two amazing keynotes at the Omics (R)evolution workshop in Antwerp,25-34
dt-fout in Oracle virtualbox :),25-34
setting up an ubuntu virtual machine is fun! #noirony,25-34
Star Wars Themed Angry Birds Game Coming | Geekologie  via,25-34
So Two Dudes Built This Giant LEGO Batcave Playset | Geekologie  via,25-34
Dropbox is giving away free space to all university students! Check it out:  #dropboxspacerace,25-34
Big Data’s Big Problem: Little Talent - Tech Europe - WSJ  via,25-34
Cool! Can't wait to try this out  via,25-34
in Chicago for while Obama is being re-elected - unique!,25-34
Where America's Racist Tweets Come From -,25-34
LOL you can't handle libertine girls? ;),25-34
Twitter is full of questions. You get 30 seconds to answer one...  via,25-34
Ik vind een  leuk:  Useless Box Kit from ThinkGeek,25-34
Ik vind een  leuk:  Millionaire - We Don't Live There Anymore,25-34
I would eat that! ;),25-34
Cool #LinkedData! app! Find out how you are #connected at,25-34
beautiful earth!,25-34
Want yours? Click to get an invite to build your graphical bio on Vizify.  via,25-34
love! - Chemistree: A Chemistry Lab Equipment Christmas Tree  via,25-34
"The Worst Scientific Mistakes, Missteps and Misdeeds of 2012 | Wired Science |",25-34
are you writing what I think you are writing?,25-34
"don't believe that - you mentioned large, heavy documents",25-34
exciting life you must have ;),25-34
Why are many academics on short-term contracts for years?  via,25-34
Hilarious! -- Presidential Monster Action Figures  via,25-34
Hurray! I have one of the top 10% most viewed  profiles for 2012.,25-34
Cool! I have a paper in #LLCJournal's Most read articles during January 2013:,25-34
"“:  ""you can't have your cake and eat it too.""” Yes I can it's my fucking cake",18-24
I have 2 classes a day,18-24
“: basically ????  LITERALLY ME,18-24
"I hate how people trip over MK bags like they're so designer, try getting a fucking birkin bag and then brag okay",18-24
“: I honestly don't think my heart is in Baltimore.”!!!!!!,18-24
Who has b lunch,18-24
cool,18-24
Holy shit I didn't know they had a drugs inc. on heroin in Baltimore ????,18-24
I had no clue heroin was that big here,18-24
Hate school so so much,18-24
Why are there so many old people at chick fil a at this time,18-24
I'd rather be rich than famous,18-24
Wtf I'm in such a good mood today and I feel like everyone else is having a bad day guys wtf,18-24
THE ONE TIME IM HAPPY EVERYONES SAD,18-24
Haven't been able to get used to school especially since I get out early ????,18-24
Twitter makes me realize how many people from school I do not fuck with,18-24
“:  sorry bae ily”????,18-24
who,18-24
why,18-24
that sucks ????,18-24
I treat everyone the same and people take it the wrong way???? I'm always gonna be sassy,18-24
just do the work shit mr lough would prolly let you,18-24
Seeing you tweet makes my brain cells die,18-24
The fact that my hairs looking red <<<<,18-24
I am finding the funniest pictures on iCloud ????????,18-24
what,18-24
holy shit we haven't ????????,18-24
we've never even thought about that either,18-24
"If you're still bleeding you're the lucky ones, cause most of our feelings they are dead and they are gone",18-24
Where's Zoe ????,18-24
I was wondering why twitter was so peaceful and then realized I muted a shit load of people yesterday ????????????,18-24
am I going,18-24
well I'll always be friend :-),18-24
Being tired and not being able to sleep is the most frustrating thing ever,18-24
Friday naps are the best,18-24
check the header,18-24
Country music commercials on spotify make me want to kms,18-24
I'm just gonna read because reading makes me forget you all exist,18-24
I finish books too fast ????,18-24
I CANT WAIT TO GO BABY SHOPPING WITH CHRISTINA,18-24
I can see myself as a grown up I just can't see myself as a wife with kids,18-24
I miss everything about this picture,18-24
“: Hispanic girls are fucking winning ????????” thanks,18-24
I wanna skip to October and then after that it should be April,18-24
I can't tell if that was sarcasm or not,18-24
nothing,18-24
Happy birthday  :))),18-24
Christina is about to have a child and she's sitting here arguing with me about snow.,18-24
I'm with some flawless bitches because they mobbin pretty cause niggas love bad bitches that be on they grizzly,18-24
okay whatever,18-24
I feel so awk when older guys look at me :/,18-24
Any hot guy that exists in Baltimore is in canton ????,18-24
Seeing the shit men do makes it so hard for me to want marriage,18-24
Do you guys realize that they make fun of Ariana grande and big Sean because she's looks 12 and not because of the actual age difference ...,18-24
I think my cousins son has a crush on me and it's extremely cute and creepy at the same time...,18-24
Everyone fell asleep on me ????,18-24
Hate when like 25 yr olds are checkin me out cause I know they're not tryna be creepy on purpose but I know my age so it kinda is????,18-24
"When I'm bored I plan my future and let me tell you, in my head I got it all figured out ????",18-24
I look like my grandmother wtf,18-24
"My problem is that once a guy wants me I'm like ""well I could do better"" so I know whoever doesn't make me think that is a keeper",18-24
I accidentally followed a sex gif page ???? that explains so much,18-24
"I need to move to a place where girls look like me cause I actually hate seeing everyone else ""bum it"" all the time ????",18-24
you can say what you want I'm the ????,18-24
It's the funniest shit when a girl says she's gonna look nice and then wears like a scarf and a watch ????,18-24
I wish Megan and Zoe were up so we could laugh about this together,18-24
I'm not talking about school,18-24
then what are you talking about ????,18-24
I just mean I wanna be around more people with my style I don't wanna actually look like everyone else,18-24
I'm glad  knows what I mean,18-24
“: Niggas love the ???? emoji but don't keep it ????”preach boi,18-24
what girls here call dressing up I call bumming it ????,18-24
they don't look very different with it on ????,18-24
I think me and Joey could be bffs,18-24
"“:  jeans, pacsun shirt, scarf, mk watch, and uggs. ????????”lookin like a million bucks right there",18-24
I had a funny dream last night I don't think I've ever woken up laughing I just wish I remembered what happened,18-24
“: You ever just retweet something to see who's paying attention to you or whose feeling like you”no,18-24
Nacho mamas is the best place ever,18-24
All the music out right now sucks,18-24
I have a mosquito bite on my temple fml,18-24
Despite everything I'm still human,18-24
I should probably do my homework since there's nothing to do but I know I won't lol.,18-24
How the hell do I still have a headache after taking medicine,18-24
woah twins :),18-24
“: I don't like it when random older guys wave to me... no I am 12”????????,18-24
ty and yw(:,18-24
I can't take more than one it's migraine medicine,18-24
I just laughed really hard at this and idk why,18-24
only way out is through tho,18-24
When your friends are really white,18-24
Kim's Givenchy dress ????????????????,18-24
Why can't I be Brody Jenners GF,18-24
“: All this love on twitter but my phone looks like this  my life,18-24
something like that ????,18-24
do it! They'll give you a free one ????,18-24
Wow I really hate everyone,18-24
It sucks everyone graduated cause I don't look forward to any school events anymore,18-24
I really don't have any real guy friends ...,18-24
it's hard,18-24
Zoe already sleeping ????,18-24
Is it weird I fricken love my lips,18-24
Glamour Moddel ???? had to be one lol,18-24
Did she just say she wouldn't do it for free ????????????????????????????,18-24
Did you see how she kissed Uncle ???????????????? Nah I'm take her round the corner uno,18-24
I'm taking her round the corner IDC ????,18-24
“: Plot twist:  Big brother shows Them what she's being saying about them”< I'm suspecting this too,18-24
Had to be a uncle Alex init ???????????? nah this is BS,18-24
“: “: Somali twitter dont ave it ????????????????  LOOOOOOOOOL”< I'm chocking,18-24
“: Remove the niggur init”????,18-24
“: FFS. Not gonna do anything for my birthday anymore. ????”< becuz ????,18-24
"“:  cbb everyone's useless”< Pele, come let's go shisha",18-24
where are you ghost,18-24
"“:  I don't even mind uno, hmm whatsapp me”calm",18-24
“:  Madting when? I'm available after Tuesday steeeellll”calm,18-24
“: Shawty you deserve what you've been missing lookin at you am thinkin he must be tripping ????”<,18-24
“: “: No way ????????  fgfdfffffghh,18-24
“: Mats Hummels has been backed into 5/4 from 3/1 to join #MUFC in the transfer window >  ????????,18-24
If we get Hummels its a wrap! ????,18-24
Fam I feel so crap! Stayin the in bed today boy,18-24
“: I have to marry someone who is just as silly as me so we can do this ???? wavy????,18-24
“: Bobby snitched oh yea bobby snitched (oh you aint kno) ????????????????????  mud,18-24
"I'm sorry but after reading that, Ched seemed to have an intention to go into that hotel room, he lied about his reasons for needing a key",18-24
"But ultimately, the question is should consent given when intoxicated be seen as being reliable?",18-24
"“: Accountability is important anyway, we will never know if Ched is really guilty or not”<",18-24
"Very important to note, the receptionist stated ""some footballers"" booked the hotel room. The stigma attached to being a public figure..",18-24
.. May have been the deciding factor for Ched. As far as the law is concerned he should know better.,18-24
But is that fair? Shouldn't we hold every single person to the same level of expectation?,18-24
"Public figure or not, when it comes to the law, right or wrong there shouldn't be a greater desire to punish 1 over the other",18-24
A man's livelihood is in jeopardy now because his job is to score goals and entertain,18-24
“: OFFICIAL: Burnley and Manchester United have reached an agreement for the permanent transfer for M.Keane for £2m. #MUFC”<,18-24
"Sad to see Michael Keane go, but the lad has potential and should be playing as much as he can rn",18-24
Mad I thought man had agreed to go Liverpool ????,18-24
were you born there?,18-24
“: How Bout Now?   Aunty knows ????,18-24
"“: Shaqiri rejected a Liverpool by saying ""No Chance"" ????????????????”< ????????",18-24
“: This girl ain't serious ????????????  ????????,18-24
Witches communicating with other witches ????????,18-24
“: When you spit bars for the first time and your boy rates it,18-24
Hopefully this is the first of many necessary signings in this window! Hummels and Gundogan next please ????,18-24
"“: M.Hummels' father, also his agent, has confirmed the player will not be joining Manchester United. [ssn] #MUFC”< Damn",18-24
"“: Manchester United's CB targets in January: F.Schar, Vlaar, Godin and M.Hummels. [ESPN] #MUFC”<",18-24
"“: LvG: ""Valdes joins the club as the no.2 goalkeeper and is a great addition to the first team."" #MUFC”<",18-24
"“: Valdes: ""I think now David is the best goalkeeper in the world."" #MUFC”< ????",18-24
“: Confirmed: Victor Valdes will wear the number 32 for #mufc”< Carlos' ex number :(,18-24
Hopefully this number 32 doesn't do what the last did.,18-24
Valdez is an excellent number 2! He'll get games! FA cup we can rest Dave now,18-24
“: Victor Valdes is a Red #WelcomeValdes #MUFC,18-24
I vote N.Young  #NBABALLOT #Swaggy3,18-24
Our No1 and No2 goalkeepers are better than 3/4 of no1 on any other PL team! Not bad King Louis,18-24
“: Man Utd are better than us in every position except midfield. #AFC”< tbh minus injuries our midfield aint terrible uno,18-24
“: So unfair ????  in the space of a few hours lol,18-24
I'm sure everyone knows what a push up bra is,18-24
“: “: Manchester United fans  ????”< ????????,18-24
"“: Steven Gerrard,""I will miss the Premier League.""  Mate, you never had it.”< love it!!",18-24
"Daley Blind, Juan Mata, Angel Di Maria, Marouane Fellaini lol Arsenal ain't close",18-24
“:  Your midfield is terrible. Keep kidding yourself that Carrick is world class and Herrera is Thiago. ????”<,18-24
"Thiago is non existent at Bayern lol, Carrick is still better than half of Arsenals Midfielders at 33 ????",18-24
who've you got? Arteta? Flamini Yh? Or cocklan init ????,18-24
“: “: I'm sure everyone knows what a push up bra is” init. They're all acting brand new.”???? mate,18-24
"clearly a push up distins or photoshop, but that's celebs for ya",18-24
"No wonder Woj had a fag in the showers, he's playing with animals ????????",18-24
"tbh the only real deal you just mentioned is Santi. The rest are at their peaks now, Won't improve.",18-24
welcome to United Lad??????????????????????????,18-24
"yu need a new keeper, new CB, a DMF, another CM, a winger and world class CF???? that's more than 2 years if you ask me ????",18-24
“:  you gotta write Nick Young so your vote will count not N. young”< oh thanks for that,18-24
I vote Nick Young  #NBABallot,18-24
"“: Only Nick Young. Never change, SwaggyP  #NBABallot",18-24
exactly. But tbh the team ain't doing a lot to help him. Yu Deffo gotta sign in this transfer window,18-24
looool I'm sure you've got your tweets saved for the 1st of Feb ????,18-24
"""That's so Raven""????",18-24
Dunno what happened there boy. Bad makeup?,18-24
Moyes out was a dark dark time in my life! I won't lie ????,18-24
“:  I love K and Cs outfit ????”< ???? and Raven?,18-24
“: De Gea-esque from Valdes.  he's been watching Dave ????,18-24
“: It's a great honor to be part of Manchester United. It's a dream come true. Thanks a lot for your…,18-24
“: Víctor Valdés will wear shirt number 32 at Manchester United.,18-24
“: Fergie got away with replacing Ronaldo with Valencia and Owen. The man was a wizard”< genius Infact,18-24
Lampard you cheeky lad ????,18-24
Billy is such a cockblock ????????????????????,18-24
"“: "": Better slaves? Romans 8 begs to differ lol""????”< you agree ????",18-24
“: Yeah max is scheming still”<,18-24
???? listen I can't even say sorry anymore I'm slacking bares boy ???????? soon soon sha,18-24
“:  see you yeah at least you're being honest. For before the end of the week?”cool,18-24
Max ???? what a gg,18-24
????I think Zoe is coming back uno,18-24
Sighs Alf ????,18-24
Kfkdndjjdjd you know when you're speaking and see a girls face change????stop talking there and then,18-24
Dressed like James Bond without the Swave or Sophistication ????????,18-24
"“: ""That face ain't gonna look good without makeup""???????????? #CBB”< she's so flipping rude ????????",18-24
Cammy Lee is so buff ????,18-24
Giggsy will forever be wavy????????,18-24
Perez will be very annoying. I can see it already,18-24
You know them ppl that know everyone at a party so they make the most noise and do the most ????,18-24
Perez is doing the most ???? I must repeat,18-24
“: United Training pics today (1/2)  ??,18-24
“: United training pics (2/2),18-24
Kate is a buiiiitttchhh ????,18-24
"“: When Jeremy suggested Chloe and Cami-Li wrestle, that maybe wasn't what he had in mind. #CBB”< djdjdn",18-24
Perez has info on everyone. ????,18-24
What's the word I'm looking for ????????????????????????????????????????????????????????????????,18-24
“: “: Alex Song's most awkward moment as a Barcelona player.  this is so peak ????????”<,18-24
Looking for my paralel line.,18-24
AND EVEN IF THEY TRYYYYYYYYY,18-24
THEY'LL NEVER TAKE MY BODY FROM YOUR SIDEEE,18-24
I wish I was not how I am.,18-24
not in my casa :(,18-24
"""Stop pretending life doesn't terrify you"".",18-24
"""Don't grow up... IT'S A TRAP!""",18-24
"""I might not be the same, but that's not important"".",18-24
"""And I can't change, even if I try"".",18-24
"""It’s impossible to find someone who will never hurt you, so go for the one who’s always worth all the pain"".",18-24
CUANDO TE MIRO Y NO ME MIRAS...,18-24
Prove they're wrong.,18-24
DÓNDE TENGO METIDA LA CABEZAAAAAAAAAAAAA,18-24
"""Wise men talk because they have something to say. Fools talk because they have to say something.""",18-24
We keep lying ourselves so we can feel alive.,18-24
mis apuntes son muy top.,18-24
Kingdom of ice-olation.,18-24
I want it back.,18-24
Fuck logic.,18-24
"Im back, bitches.",18-24
"BBK Live Festival, I'm on my way!",18-24
Still looking for the light that wakes me up.,18-24
"""A boy so pretty with an ugly heart"".",18-24
"“Pato, I am this close to falling in love with you, but im not gonna do that to myself if you’re not ready. And I dont think you’re ready.”",18-24
NOCHE DE FLEXOOOOOO!!,18-24
"""I want her back so bad... that I leave the door unlocked. I leave the lights on"".",18-24
Pure randomness.,18-24
"I have the feeling of living, but do I really live?",18-24
Brand flaming  JAJIJOJIIJAOJOADJAODAJO,18-24
"""If you give up too soon, you'll never know that you'll be missing.""",18-24
AYAYAYAAYYAYAY VOY A VER EL NUEVO CAP DE JDTTTTTTTTTTTTTTTT #emosion #jartatac #mimuero,18-24
"""Life is a beautiful sport"".",18-24
"""The inevitable tradeoff between what is physically realistic and what is mathematically possible"".",18-24
"""Sometimes all you need is someone who cares"".",18-24
"You are like the top of a mountain. The highest risk, but the highest reward.",18-24
"When everything arounds me goes wrong, it is maybe because im what's wrong.",18-24
"""Sometimes people are beautiful. Not in looks. Not in what they say. Just in what they are"".",18-24
"""You know that place between sleep and awake... the place where you can still remember dreaming? That's where I'll always love you...",18-24
"... That's where I'll always be waiting."" Peter Pan. J.M. Barrie.",18-24
This is a nice day to be a birthday.,18-24
Night's still young.,18-24
"""I'm a little too young with not enough time"".",18-24
"Good morning, darling.",18-24
"""You and me at the edge of the world"".",18-24
Will this be the 1000?,18-24
"""And when the stars come out, I wanna be with you"".",18-24
"Guiri, esa worldwide known palabra.",18-24
When you don't get a joke... And you look for someone who doesn't get it either.. But you keep laughing.  JAJAJAJAJA,18-24
JAJAJAJAJAJAJAJAJJJAJAJAJAJAJAJAJAJAJAJAAJAJAJJA TAN PUTO CIERTOOOOOOOOOOOO,18-24
"""Fuck what they think"".",18-24
Am I the bear or the honey?,18-24
"""Someday it will happen"".",18-24
Sometimes the most obvious things are the most difficult to be said.,18-24
Those pieces of you that you had to leave behind.,18-24
You Ludus while I Ágape,18-24
The Spotlight Effect,18-24
er what?,18-24
"""Your mind tells you what's smart, and your heart tells you what you are going to do anyways.""",18-24
"""Insanity is doing the same thing over and over again and expecting the results to change"".",18-24
"""You have to be the change you want to see in the world.""",18-24
"""At the gym i'm like a ninja. You'll never see me there"".",18-24
"""This room is hot, but we could make it hotter with your help"".",18-24
Gente con gatos BASTA YA DE MANDAR FOTOS POR WHATSAPP CON ESOS SERES TAN ACHUCHABLES. Besis.,18-24
"""Sometimes tears are a sign of unspoken happiness and a smile is a sign of silent pain"".",18-24
"""When everyone else is more comfortable remaining voiceless, rather than fighting for humans that have had their rights stolen"".",18-24
"""I might not be the same, but that’s not important"".",18-24
"As if nothing had happened, I suppose.",18-24
"""I cant stand to hear the silence of a busy train, where no one wants to talk for the fear of looking insane"".",18-24
today design is LoL related!  Cute poros for everyone!,18-24
Pues Finlandia se lleva muchos thumbs up.,18-24
"""In every breath I take I'm breathing you"".",18-24
"""Experience is what you get, when you dont get what you wanted"".",18-24
"""And we'll pretend that the world will never end"".",18-24
American Authors definitivamente molan demasiado.,18-24
"No books, no fucking.",18-24
"""I knew she was trouble from the first case"".",18-24
On fire.,18-24
Moving everydayyy going further on!,18-24
"""The nights are long but the stars are brighter""",18-24
Me hacen bowling. #Concepto,18-24
"""We can't keep running from who we are"".",18-24
Stuck on you.,18-24
"""And those who were seen dancing were thought to be insane by those who could not hear the music"". Friedrich Nietzsche",18-24
"Hold me closer, hold me tighter.",18-24
think so pero confírmalo mejor,18-24
Surreal. #Concepto,18-24
"Parents definition of a ""Mess""????  EN SERIO ES QUE NO PUEDO CON ESTE HOMBRE JAJAJAJJAAJJAJAJAJAJAJAJAJJAJAJAJAJAJAAJAJ",18-24
Follow the path. You'll arrive somewhere.,18-24
Al fin podré twittear cosas muy ????,18-24
Me hacen bowling por Twitter y pues yo yoro.,18-24
#RetoDeTronos Día 1: Jon Snow.,18-24
JAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJA MUEROOOOOOOOOOOOOOOOOOOOOO,18-24
"When liking lasts so long, it starts to mean something different.",18-24
"chungo handshake JAJAJAJAJAJ matásme, carol",18-24
es que bitchy owner solo hay una mai lof ????,18-24
"""Hope. It is the only thing stronger than fear.""",18-24
"""then we have the other ignorant assholes who call girls “sluts” “slags” “bitches” “whores” “thots” for being confident with what they wear""",18-24
WE'LL BE COMING BACK FOR YOU ONE DAY!,18-24
#CosasJugosas JJAJAJAJ basta de bowling joaco basta,18-24
"""You love me. Real or not real?"" I tell him, ""Real."" #HG",18-24
""": RT : "": I would do anything to make you happy""""",18-24
#NW Fast & Furious 5,18-24
""": RT : “: changed? no.. just realized a lot””""",18-24
""": If they're dumb enough to walk away, be strong enough to let them go.""",18-24
I need you right next to me.,18-24
"Take me as I am, or watch me as I go.",18-24
""": Oh well, it's up to you""",18-24
""": You aren't rich until you have something that money can't buy.""",18-24
We ain't picture perfect but we worth the picture still. ????,18-24
I just want to ease your mind and make everything all right. So go head tell your baby mama you gon be with me tonight.,18-24
Happy birthday sweety ????,18-24
Goodmorning.,18-24
""": i'd sleep better with you next to me""",18-24
"Straks mn presentatie houden, wish me luck. ????",18-24
""": "": Straks mn presentatie houden, wish me luck. ????"" - Goodluckk !"" Thankyouu!",18-24
""": "": Straks mn presentatie houden, wish me luck. ????""  Good luck ????"" thankyouuu!",18-24
""": It really sucks when you put your trust in the wrong person.""",18-24
""": “: Sometimes its better to react with no reaction.”""",18-24
""": Some day u will think about what u gave up. And wish u could go back.""",18-24
""": Remember , u dumped me like trash .. but trash will be picked up once.""",18-24
""":  klopt. #ervaring ????"" never a failure, always a lesson.",18-24
""": Saddest thing ever ????",18-24
""": I go through pictures on my phone sometimes and think “I wish it was this day again” and it sucks”""",18-24
Goodmorning,18-24
""": “: I hate this feeling of not knowing what you're feeling.”""",18-24
""": i don't say much i just sit back and observe""",18-24
""": Ready for whatever ????""",18-24
""": You're a ? of ????.""",18-24
#NP Beyonce Ft. Jay-Z - Upgrade U,18-24
RT :  not now. < sawry!,18-24
RT : Loyalty ain't shit these days I swear ????,18-24
""": What goes around comes back around.""",18-24
RT : can you be mine ?,18-24
""": ""You better lose yourself in the music, the moment you own it, you better never let it go."" - Eminem""",18-24
""": You wont break me, you'll just make me, stronger than I was. - Eminem""",18-24
""": Marshall Mathers.  I am whatever you say I am.  If I wasn't then why would I say I am.""",18-24
""": I'd rather slip and fall in shit than fall in love with you. - Eminem""",18-24
""": Eminem's music will never get old to me.""",18-24
""": ""I would've done anything for you."" - Eminem""",18-24
""": you really think that about me then you don't know me at all - Eminem""",18-24
""": The truth is you don't know what is going to happen tomorrow. Life is a crazy ride, and nothing is guaranteed. - Eminem""",18-24
""": ""Don't ever give up a dream."" - Eminem""",18-24
""": I ain't looking back only forward."" - Eminem""",18-24
""": Feeling like you're not good enough is probably the worst thing to feel.""",18-24
""": I am attracted by looks, but personality makes me stay""",18-24
Goodmorning.,18-24
RT : Ik ben sexy. < ohw...,18-24
""": Take off your clothes, we need to talk.""",18-24
"Irritant wijf, tfoe.",18-24
hahaha precies..,18-24
""": Now that's some Relationship Goals ????????",18-24
""": Don't let 'em say you ain't beautiful, they can all get fucked just stay true to you...""",18-24
""": If you gone cheat.. Bitch stay single ????????""",18-24
"Say my name, say my name, if no one is around you say baby i love you.",18-24
""": Your actions define you, not words.""",18-24
Unknown. ?,18-24
Goodmorning,18-24
""": Black R8 ????",18-24
""": Happy Halloween ????""",18-24
"RT : "": "": And right now, I just wish you were here...""""",18-24
I'll be the help whenever you need me.,18-24
You thought that I'd be weak without you but I'm stronger.,18-24
#NP Cheryl Cole - Fight For This Love,18-24
RT :  Middelbare school songs ! < haha true !,18-24
RT : RT : Matte black BMW,18-24
#NW Step Up All In.,18-24
Goodmorning.,18-24
#NP Jhene Aiko Ft. Childish Gambino - Bed Peace,18-24
#nw Into The Storm,18-24
De film Sex Tape is echt funny. ????????,18-24
""": I'm careful about who I trust these days""",18-24
""": If you don't fight for what you want, don't cry for what you lost..""",18-24
""": Food is babe. Always make me happy ????????????????????????""",18-24
""": some things just aren't worth a reaction""",18-24
Maybe one day we'll wake up and this will all just be a dream.,18-24
""": Those who are heartless once cared too much.""",18-24
#NP Beyonce - Diva,18-24
RT : The three C's,18-24
#NP Hopsin - ILL MIND OF HOPSIN 5,18-24
RT : “: Surround yourself with people who bring out the happiness in you.”,18-24
my #personality:  sociable steady open-minded . Discover yours -->  #personalitwit,18-24
What goes around comes back around.,18-24
"Take me as I am, or watch me as I go.",18-24
Money can't buy your love 'cause it's over prised.,18-24
""": Smile at the bitches who hate you.""",18-24
""": Get yo stupid ass over here and love me.""",18-24
""": i hate when people waste my time ..""",18-24
""": “: "": "": The deepest pain..",18-24
#NP Logic - Under Pressure,18-24
RT : This is so me ????????????,18-24
RT :  HAHAHAHAHAHAHA CHECK DIE GUY MET PISTOOL,18-24
Give your heart a break.,18-24
I hate myself for the way I feel about you every time.,18-24
I hate your phonecalls in the middle of the day cause all they do is just remind me that my baby is so far away.,18-24
It drives me crazy cause I need you with me.,18-24
#NP Shakira - Hips Don't Lie ft. Wyclef Jean,18-24
""": dont fuck with my feelings i'll destroy yours""",18-24
""": I want years ????????, Not Months ????""",18-24
""": instead of looking for reasons to fight one another find more reasons to love one another""",18-24
Goodmorning,18-24
Made south western lasagna and a strawberry pie last night. #texasliving,25-34
Can't wait for my paycheck!!! I'm jonsing for some pizza hard core!! #stonergoals,25-34
My kingdom for a New York slice. #munchies #homesick #pizza ???????? #eastcoast,25-34
Can't explain it but I feel so unfulfilled tonight.,25-34
Bedtime at my house is like a children's book  Goodnight Colter???? Goodnight Carson ???? ..... Goodnight Moon....????,25-34
Got the laundry done ???? finally time to crawl into bed and try for some sleep  thinking ????,25-34
Getting a ride from one of my roomies to the domain an hour before work to run errands ???? #winning,25-34
"That 10 hour shift was way rough last night, now getting ready to pull some extra hours at the game shop cause I'm all about that cash????",25-34
I'm watching #DantesInferno on #GetGlue,25-34
God it's so slow today (minus these 2 theaters that have like 40 people per),25-34
Ready for a smoke and then I think I'll be ready to finally tackle this trifle,25-34
Sitting at work waiting for my xenergy drink to kick in.,25-34
God I hate the cleaner manager over at the cinema's. what a pretentious prick,25-34
"Leaving my GA with the instructions to ""guard"" #worktweet",25-34
2 1/2 hours to freedom.,25-34
Craving chipotle so bad,25-34
Maybe I should have gotten food instead of makeup during my break #girlproblems,25-34
Hungry enough that it tastes like I've been chewing on a balloon.,25-34
Got offered the bar back position here at the cinema ????????????,25-34
Been at this job about 4 months and I got offered the job that most people are gunning for just by minding my own.,25-34
Tbh I got nominated for this job being that at least 2 bartenders requested me by name when asked who they might want.,25-34
Late night solo rips.,25-34
This is just how I roll,25-34
Sometimes it takes all of 10 minutes for me to cycle through 12 different versions of myself.,25-34
I wonder if she realizes her make up looks like a mimes?,25-34
I think it's time for another bowl.,25-34
Not the news I wanted to hear ????,25-34
7 pm can not come fast enough... Not like I'll be home till about 10:30,25-34
Ughh I am so exhausted,25-34
Trying not to fall asleep in the car.,25-34
Creepers? That's that shit I don't like!!,25-34
Feel the world beneath your feet,25-34
Sorry. Silly me.,25-34
Fuck over analyzing.... And while I'm at it... Fuck my life too ????,25-34
It's often hard to tell if I'm being overly paranoid or overly trusting.,25-34
sorry but I didn't post the ad that I'm credited with on your page.,25-34
I hate people who just act like my dog is dangerous just cause he's a pitbull. Fuck y'all.,25-34
The werewolf vs the vampire woman lol,25-34
Oh god. Not sure what's wrong but all my joints from my mid back down hurts so fucking bad. Hopes these tokes of THC help.,25-34
"Put on ""The Possession"" and now the whole crew has been sucked in.",25-34
Listening to Devendra Banhart while watching the clouds slide over the moon.,25-34
Just got my first barback schedule ????????,25-34
Wanna shank this bitch from work.,25-34
Touch up day,25-34
So glad it's warm out tonight :),25-34
"""My 'No' means 'No', my 'Yes' means 'Yes'. And my 'Maybe' means 'Get the hell out'"" #madea",25-34
Get pelted with munchies,25-34
"First day as barback today. Way nervous, but excited! ????",25-34
Cant believe I put my phone through the wash -.-,25-34
"Omg, finally!!! I cant wait!! “: Season 8 starts on the 16th""",25-34
I can't wait to have a phone again!!,25-34
"Uugh, wish I could figure out why I feel so sick",25-34
"Was gonna wait down here, cause its warm, till I realized I have 3 minutes till 4:20 #bongwardbound",25-34
"It left a bad taste in my mouth, but an amazing buzz in my blood.",25-34
Ahh good to have a phone again,25-34
"Money in my pocket, fat stacks in my wallet.",25-34
Hearing my life philosophy in a song,25-34
I can't believe how much people back home be on Facebook -.-,25-34
God damn my bong needs a cleaning,25-34
If I could have any power it'd be the power of suggestion.,25-34
Just a fuck up,25-34
Landlord will be here to replace our ac in about an hour and 10,25-34
Conversations on the destruction of the prank call.,25-34
An hour till the next theater and most of my side work is done. That's how you spell B-O-R-E-D.,25-34
Do what you will but please don't shut me out.,25-34
Dreams of some day wearing a white dress.,25-34
"We drift inside each other, all we have is one another.",25-34
With Jacob #EvilDead #GetGlue,25-34
A clean bong hits like a sexy bong #truth,25-34
Cause you know I'm still at it #builtforthis #girlswhosmokebongs #nofilter,25-34
I love when people think they get what I'm saying but have no clue. Way to presume.,25-34
"I'm an insomniac, who suffers from night terrors working 3 jobs, working 7 days a week. Uninterrupted sleep is like fucking gold to me.",25-34
Oh my fucking god my back is killing me. Must be time for a bowl and morning yoga.,25-34
Did I mention I've accomplished flipping from a handstand into a bridge pose as well as a drop back into a bridge,25-34
Now I've just got to learn to go the other way. Lol.,25-34
"Smoking fat bowls before we go catch ""Two Guns""",25-34
All in my hair.,25-34
I need a massage. Mmm back neck shoulders and feel please!!,25-34
Sooo my coworker kissed me on the cheek yesterday when he gave me a hug goodbye. ????,25-34
So fuckin glad to be home with my bong and my dude,25-34
Well I can hear the baby bird that I found the eggshell for that's above my walkway/ outside my window,25-34
Bout to get high and play me some Skyrim before bed.,25-34
On that keeping my bong clean grind,25-34
Restless yet Exhausted,25-34
"Can't even concentrate on that right now and in no way shape or form do I know what to say, so I'll just eat my fruitypebbles n smoke a bowl",25-34
"No more excuses, it's time to get back in shape.",25-34
I've been telling myself this all summer but have been through so many changes. Enough is enough though. Good luck girl!!,25-34
I have a new # by the way but send me yours and ill hit you up w. it and we can be workout support buddies lol!,25-34
